# index, name, family, order, is_pollinator, _pos
906,Archytas hystrix,Tachinidae,Diptera,1,"array([3.20825388, 0.67543519])"
907,Bassus sanctus,Braconidae,Hymenoptera,1,"array([2.73086988, 0.80096265])"
908,Batyle suturalis,Cerambycidae,Coleoptera,1,"array([3.33099495, 0.20181367])"
909,Bruchophagus funebris,Chalcididae,Hymenoptera,1,"array([3.11541933, 1.04041745])"
910,Bruchus bivulneratus,Bruchidae,Coleoptera,1,"array([3.51307724, 1.3953726 ])"
911,Ceropales bipunctata,Pompilidae,Hymenoptera,1,"array([3.31338238, 0.56022412])"
912,Ceropales elegans,Pompilidae,Hymenoptera,1,"array([3.33728596, 0.48197426])"
913,Clytochrysus obscurus,Crabronidae,Hymenoptera,1,"array([3.6673003 , 1.15653729])"
914,Cryptocheilus fulgifrons,Pompilidae,Hymenoptera,1,"array([2.98821606, 0.90253255])"
915,Ectemnius atriceps,Crabronidae,Hymenoptera,1,"array([3.54987102, 1.16164743])"
916,Elis thoracica,Scoliidae,Hymenoptera,1,"array([3.22914316, 0.48254023])"
917,Ennyomma clistoides,Tachinidae,Diptera,1,"array([3.12069464, 0.42835343])"
918,Epicauta trichrus,Meloidae,Coleoptera,1,"array([3.45727959, 0.11363426])"
919,Epysiron biguttatus,Pompilidae,Hymenoptera,1,"array([2.85046601, 0.77222246])"
920,Eucoilidia canadensis,Figitidae,Hymenoptera,1,"array([3.56109248, 1.35071695])"
921,Eugnoriste occidentalis,Mycetophilidae,Diptera,1,"array([2.84047772, 0.56438147])"
922,Exorista pyste,Tachinidae,Diptera,1,"array([2.96662935, 0.98484144])"
923,Figites 5-lineata,Figitidae,Hymenoptera,1,"array([2.76211165, 0.66342789])"
924,Foenus tarsatorius,Evaniidae,Hymenoptera,1,"array([3.70278151, 1.25134426])"
925,Hedychridium dimmidiatum,Chrysididae,Hymenoptera,1,"array([2.82847802, 0.4641441 ])"
926,Hedychrum wiltii,Chrysididae,Hymenoptera,1,"array([3.5121523 , 0.61465964])"
927,Hippelates plebejus,Anthomyidae,Diptera,1,"array([3.62192399, 1.3000468 ])"
928,Hoplisus atricornis,Nyssonidae,Hymenoptera,1,"array([2.79372624, 0.72900807])"
929,Hoplisus simillimus,Nyssonidae,Hymenoptera,1,"array([2.93781416, 0.93490165])"
930,Ichneumon jucundus,Ichneumonidae,Hymenoptera,1,"array([3.92759019, 0.87314026])"
931,Iphiaulax rugator,Braconidae,Hymenoptera,1,"array([3.25857193, 1.02452866])"
932,Larra analis,Larridae,Hymenoptera,1,"array([2.8479966 , 0.84392348])"
933,Lindenius errans,Crabronidae,Hymenoptera,1,"array([3.66358813, 1.08386241])"
934,Monobia 4-dens,Eumenidae,Hymenoptera,1,"array([3.59691759, 0.7145368 ])"
935,Monochrysis parvula,Chrysididae,Hymenoptera,1,"array([2.85470137, 0.70293423])"
936,Mordella scutellaris,Mordellidae,Coleoptera,1,"array([3.63840075, 0.171572  ])"
937,Myodites fasciatus,Rhipiphoridae,Coleoptera,1,"array([3.20262463, 0.54625935])"
938,Notoglossa cressonii,Oxybelidae,Hymenoptera,1,"array([2.82753245, 0.6410777 ])"
939,Notoglossa emarginata,Oxybelidae,Hymenoptera,1,"array([3.22142629, 0.85687599])"
940,Notoglossa inornata,Oxybelidae,Hymenoptera,1,"array([3.56578713, 1.40398089])"
941,Notozus hyalinus,Chrysididae,Hymenoptera,1,"array([2.86183468, 0.92474075])"
942,Nysson plagiatus,Nyssonidae,Hymenoptera,1,"array([3.21958113, 1.13843892])"
943,Oxybelus laetus,Oxybelidae,Hymenoptera,1,"array([3.10552977, 0.62768465])"
944,Oxybelus niger,Oxybelidae,Hymenoptera,1,"array([3.38940985, 1.13846469])"
945,Perilampus triangularis,Chalcididae,Hymenoptera,1,"array([3.19208314, 1.09565952])"
946,Poecilopompilus interruptus,Pompilidae,Hymenoptera,1,"array([3.3441105 , 0.43518797])"
947,Pompiloides americanus,Pompilidae,Hymenoptera,1,"array([3.42282565, 0.67575418])"
948,Pseudocrabro chrysargirus,Crabronidae,Hymenoptera,1,"array([3.67485369, 1.038785  ])"
949,Pseudomethoca canadensis,Mutillidae,Hymenoptera,1,"array([2.77632517, 0.59180808])"
950,Psilodora erythropus,Figitidae,Hymenoptera,1,"array([3.0394003 , 0.94312126])"
951,Psilodora impatiens,Figitidae,Hymenoptera,1,"array([3.27425945, 1.23320437])"
952,Scatopse pulicaria,Bibionidae,Diptera,1,"array([3.46385927, 1.29003537])"
953,Scenopinus nubillipes,Scenopinidae,Diptera,1,"array([3.18415698, 1.30623021])"
954,Scolia nobilitata,Scoliidae,Hymenoptera,1,"array([3.30139148, 0.44617108])"
955,Scymnus consobrinus,Coccinellidae,Coleoptera,1,"array([2.79698999, 0.52218444])"
956,Sophropompilus ingenuus,Pompilidae,Hymenoptera,1,"array([2.94144594, 0.86864943])"
957,Stratiomyia unilimbata,Stratiomyidae,Diptera,1,"array([3.13747234, 1.09829663])"
958,Sturmia nigrita,Tachinidae,Diptera,1,"array([3.3058338 , 1.19860931])"
959,Tachina rustica,Tachinidae,Diptera,1,"array([3.45253217, 1.33735292])"
960,Tachysphex terminatus,Larridae,Hymenoptera,1,"array([3.02693269, 0.99902474])"
961,Tetrachrysis caerulans,Chrysididae,Hymenoptera,1,"array([3.32385173, 1.24278551])"
962,Tetrachrysis montana,Chrysididae,Hymenoptera,1,"array([3.13074162, 0.92272969])"
963,Tetrachrysis venusta,Chrysididae,Hymenoptera,1,"array([3.14576538, 0.79637154])"
964,Tiphia illinoensis,Tiphiidae,Hymenoptera,1,"array([2.7909734 , 0.81113518])"
965,Tiphia transversa,Tiphiidae,Hymenoptera,1,"array([2.98025673, 1.04176801])"
966,Trypoxylon tridentatum,Trypoxylidae,Hymenoptera,1,"array([2.73229737, 0.72664074])"
967,Xestocrabro 6-maculatus,Crabronidae,Hymenoptera,1,"array([3.54140185, 0.80389778])"
968,Xestocrabro texanus,Crabronidae,Hymenoptera,1,"array([3.49317933, 1.13994067])"
969,Xestocrabro trifasciatus,Crabronidae,Hymenoptera,1,"array([3.49274199, 1.09348703])"
970,Circaea lutetiana,Onagraceae,,0,"array([3.93912201, 1.0930065 ])"
971,Evylaeus pectinatus,Halictidae,Hymenoptera,1,"array([3.38463164, 1.19777881])"
972,Smicra debilis,Chalcididae,Hymenoptera,1,"array([3.48139356, 1.50418472])"
973,Cirsium altissimum,Compositae,,0,"array([4.31119087, 0.42203895])"
974,Deilephila lineata,Sphingidae,Lepidoptera,1,"array([4.67738445, 0.3475925 ])"
975,Cirsium discolor,Compositae,,0,"array([4.24414963, 0.35779124])"
976,Melissodes coloradensis,Euceridae,Hymenoptera,1,"array([4.21183329, 0.16699988])"
977,Cirsium lanceolatum,Compositae,,0,"array([4.19453412, 0.3228369 ])"
978,Paranomia nortonii,Nomiidae,Hymenoptera,1,"array([3.93895491, 0.12758061])"
979,Triepeolus nevadensis,Epeolidae,Hymenoptera,1,"array([ 4.12029865, -0.01682659])"
980,Cirsium pumilum,Compositae,,0,"array([4.27465962, 0.35708437])"
981,Claytonia virginica,Portulacaceae,,0,"array([4.26494489, 0.95430029])"
982,Andrena dunningi,Andrenidae,Hymenoptera,1,"array([4.47293917, 1.20528776])"
983,Calliphora erythrocephala,Sarcophagidae,Diptera,1,"array([4.13741747, 1.28388431])"
984,Megilla maculata,Coccinellidae,Coleoptera,1,"array([4.05820517, 1.05097565])"
985,Prochyliza xanthostoma,Sepsidae,Diptera,1,"array([4.35503715, 1.475442  ])"
986,Ptilandrena erigeniae,Andrenidae,Hymenoptera,1,"array([4.73578051, 1.25406255])"
987,Ptilandrena oligolege,Andrenidae,Hymenoptera,1,"array([4.7770178 , 1.04069463])"
988,Clematis pitcheri,Ranunculaceae,,0,"array([4.75964536, 0.59089821])"
989,Clematis virginiana,Ranunculaceae,,0,"array([3.81130035, 1.06200491])"
990,Homalomyia canicularis,Anthomyidae,Diptera,1,"array([3.25267095, 1.53527466])"
991,Homalomyia prostrata,Anthomyidae,Diptera,1,"array([3.83339064, 1.49765656])"
992,Lobioptera indecora,Agromyzidae,Diptera,1,"array([3.51743909, 1.19388595])"
993,Nemopoda minuta,Sepsidae,Diptera,1,"array([3.51940233, 1.5471204 ])"
994,Piophila casei,Sepsidae,Diptera,1,"array([3.75858655, 1.83931854])"
995,Protocalliphora splendida,Muscidae,Diptera,1,"array([3.28594522, 0.96454253])"
996,Sphecodes clematidis,Halictidae,Hymenoptera,1,"array([4.02913457, 1.60324788])"
997,Collinsia verna,Scrophulariaceae,,0,"array([4.52727632, 0.7314594 ])"
998,Thanaos persius,Hesperiidae,Lepidoptera,1,"array([4.79541234, 0.43024016])"
999,Comandra umbellata,Santalaceae,,0,"array([4.21624695, 1.08826367])"
1000,Boettcheria cimbicis,Sarcophagidae,Diptera,1,"array([4.41854509, 1.60245339])"
1001,Calliphora vomitoria,Sarcophagidae,Diptera,1,"array([4.74474564, 1.42616286])"
1002,Odontomyia pubescens,Stratiomyidae,Diptera,1,"array([4.68881317, 1.43137004])"
1003,Sciomyza humilis,Sciomyzidae,Diptera,1,"array([4.71040515, 1.48317483])"
1004,Stratiomyia quaternaria,Stratiomyidae,Diptera,1,"array([4.09951538, 1.41043912])"
1005,Tachina robusta,Tachinidae,Diptera,1,"array([4.25762904, 1.56447943])"
1006,Telephorus bilineatus,Lampyridae,Coleoptera,1,"array([4.37023638, 1.53553496])"
1007,Convolvulus sepium,Convolvulaceae,,0,"array([4.55094536, 0.34946004])"
1008,Alcidamea truncata,Megachilidae,Hymenoptera,1,"array([4.97758826, 0.22867295])"
1009,Coreopsis tripteris,Compositae,,0,"array([3.96686382, 0.48088433])"
1010,Epigrimyia geniculata,Tachinidae,Diptera,1,"array([3.51799   , 0.46873692])"
1011,Coreopsis palmata,Compositae,,0,"array([4.07410259, 0.49996741])"
1012,Centrias erigerontis,Nomadidae,Hymenoptera,1,"array([4.46205551, 0.24407371])"
1013,Epeolus interruptus,Epeolidae,Hymenoptera,1,"array([4.5600003 , 0.50909744])"
1014,Eusiphona mira,Agromyzidae,Diptera,1,"array([ 3.99487867, -0.00509885])"
1015,Exoprosopa emarginata,Bombyliidae,Diptera,1,"array([3.99294995, 0.06881236])"
1016,Holcopasites illinoensis,Pasitidae,Hymenoptera,1,"array([3.99205474, 0.24149105])"
1017,Melecta interrupta,Melectidae,Hymenoptera,1,"array([ 3.67305859, -0.05830014])"
1018,Melissodes oligolege,Euceridae,Hymenoptera,1,"array([ 4.36256156, -0.16298503])"
1019,Odontomyia nigrirostis,Stratiomyidae,Diptera,1,"array([ 4.3520362 , -0.23773015])"
1020,Pterandrena rudbeckiae,Andrenidae,Hymenoptera,1,"array([3.76437374, 0.15645685])"
1021,Sayapis pollicaris,Megachilidae,Hymenoptera,1,"array([4.47854367, 0.14619745])"
1022,Stictiella pictifrons,Bembicidae,Hymenoptera,1,"array([3.83857608, 0.20822741])"
1023,Thlipsogaster ater,Bombyliidae,Diptera,1,"array([4.55966686, 0.05708537])"
1024,Toxoneuron abdominale,Braconidae,Hymenoptera,1,"array([3.26041017, 0.52092046])"
1025,Cornus amomum,Cornaceae,,0,"array([4.11236408, 0.78421991])"
1026,Belpharipeza leucophrys,Tachinidae,Diptera,1,"array([4.96626367, 0.79939733])"
1027,Leionotus leucomelas,Eumenidae,Hymenoptera,1,"array([ 4.21596244, -0.1117554 ])"
1028,Myiolepta nigra,Syrphidae,Diptera,1,"array([3.978429  , 1.34007535])"
1029,Pollenia rudis,Muscidae,Diptera,1,"array([4.1153336 , 1.32244327])"
1030,Tachandrena heraclei,Andrenidae,Hymenoptera,1,"array([4.67345976, 0.10753707])"
1031,Trachandrena heraclei,Andrenidae,Hymenoptera,1,"array([4.1868352 , 1.39239289])"
1032,Cornus florida,Cornaceae,,0,"array([4.35804363, 1.00174921])"
1033,Bombylius pulchellus,Bombyliidae,Diptera,1,"array([4.66923987, 1.01368233])"
1034,Criorhina umbratilis,Syrphidae,Diptera,1,"array([4.2955944 , 1.40192709])"
1035,Lonchaea aberrans,Lonchaeidae,Diptera,1,"array([4.67995464, 1.31542251])"
1036,Cornus paniculata,Cornaceae,,0,"array([4.02427014, 1.10747102])"
1037,Ancistrocerus unifasciatus,Eumenidae,Hymenoptera,1,"array([3.73934114, 1.26475229])"
1038,Andrena corni,Andrenidae,Hymenoptera,1,"array([4.1987147 , 1.88247462])"
1039,Andrena paniculatae,Andrenidae,Hymenoptera,1,"array([4.32029814, 1.85571727])"
1040,Camptoneura picta,Ortalidae,Diptera,1,"array([3.60016392, 1.26062175])"
1041,Chaetophleps setosa,Tachinidae,Diptera,1,"array([4.26299396, 1.87745275])"
1042,Empis levicula,Empididae,Diptera,1,"array([4.11272574, 1.47914059])"
1043,Euphoria fulgida,Scarabaeidae,Coleoptera,1,"array([4.09844205, 1.36324022])"
1044,Frontina frenchii,Tachinidae,Diptera,1,"array([3.86817742, 1.70766125])"
1045,Padabrus tomentosus,Lampyridae,Coleoptera,1,"array([4.14270057, 1.91345079])"
1046,Prosopis crataegi,Prosopididae,Hymenoptera,1,"array([4.10819402, 1.54594099])"
1047,Prosopis eulophi,Prosopididae,Hymenoptera,1,"array([3.52534694, 1.30232794])"
1048,Sarcophaga bullata,Sarcophagidae,Diptera,1,"array([3.99122706, 1.65904562])"
1049,Smicra torvina,Chalcididae,Hymenoptera,1,"array([4.31825963, 1.63932082])"
1050,Strangalia famelica,Cerambycidae,Coleoptera,1,"array([4.63461551, 1.63662402])"
1051,Telephorus flavipes,Lampyridae,Coleoptera,1,"array([3.82642645, 1.38145946])"
1052,Crataegus coccinea,Rosaceae,,0,"array([4.19317624, 1.06315681])"
1053,Coccinella sanguinea,Coccinellidae,Coleoptera,1,"array([3.66903225, 1.37860879])"
1054,Microchrysa polita,Stratiomyidae,Diptera,1,"array([4.87068553, 1.43812655])"
1055,Myiolepta strigilata,Syrphidae,Diptera,1,"array([4.18832569, 1.4554049 ])"
1056,Rhamphomyia sordida,Empididae,Diptera,1,"array([4.41129454, 1.40561191])"
1057,Tiphia clypeata,Tiphiidae,Hymenoptera,1,"array([3.83795959, 1.29701976])"
1058,Crataegus crus-galli,Rosaceae,,0,"array([4.15640574, 1.03118479])"
1059,Acmaeodera culta,Buprestidae,Coleoptera,1,"array([4.79944092, 0.99340079])"
1060,Andrena personata,Andrenidae,Hymenoptera,1,"array([4.3043108 , 1.77087512])"
1061,Cemonus inornatus,Pemphredonidae,Hymenoptera,1,"array([4.92559852, 1.21917751])"
1062,Didea fasciata,Syrphidae,Diptera,1,"array([4.03811963, 1.43617338])"
1063,Enoplium 4-punctatum,Cleridae,Coleoptera,1,"array([4.44529766, 1.51955701])"
1064,Phormia terraenovae,Muscidae,Diptera,1,"array([4.78621946, 1.21542289])"
1065,Rhamphomyia mutabilis,Empididae,Diptera,1,"array([4.25290756, 1.42051709])"
1066,Symmorphus walshianus,Eumenidae,Hymenoptera,1,"array([3.91529967, 1.45003609])"
1067,Crataegus mollis,Rosaceae,,0,"array([4.2983821 , 1.11533803])"
1068,Alophora grandis,Tachinidae,Diptera,1,"array([4.83996899, 1.62643696])"
1069,Chrysogaster ontario,Syrphidae,Diptera,1,"array([4.51793197, 1.38611247])"
1070,Rhamphomyia tersa,Empididae,Diptera,1,"array([4.62845248, 1.77186893])"
1071,Crotalaria sagittalis,Leguminosae,,0,"array([4.34262872, 0.20373315])"
1072,Sarogaster georgica,Megachilidae,Hymenoptera,1,"array([ 4.77816528, -0.16201384])"
1073,Cryptotaenia canadensis,Umbelliferae,,0,"array([3.87108234, 1.24892434])"
1074,Apion nigrum,Curculionidae,Coleoptera,1,"array([3.72058082, 1.99550053])"
1075,Bruchus exiguus,Bruchidae,Coleoptera,1,"array([3.6886151 , 2.07915267])"
1076,Bruchus minus,Bruchidae,Coleoptera,1,"array([4.25305699, 1.62962447])"
1077,Bruchus musculus,Bruchidae,Coleoptera,1,"array([3.66664068, 2.01288961])"
1078,Chlorops proxima,Oscinidae,Diptera,1,"array([3.65317393, 1.26084359])"
1079,Cordylura munda,Scatophagidae,Diptera,1,"array([3.61416617, 2.05541792])"
1080,Drosophila varia,Drosophilidae,Diptera,1,"array([3.28344767, 1.30952263])"
1081,Elachiptera flavida,Oscinidae,Diptera,1,"array([3.71507189, 1.64450302])"
1082,Empis loripedis,Empididae,Diptera,1,"array([4.2413984 , 1.46630651])"
1083,Eugnamptus angustatus,Rhynchitidae,Coleoptera,1,"array([3.84355877, 1.98608661])"
1084,Foenus incertus,Evaniidae,Hymenoptera,1,"array([3.69467641, 1.57465278])"
1085,Geron calvus,Bombyliidae,Diptera,1,"array([4.49817805, 0.84529019])"
1086,Hedychrum parvum,Chrysididae,Hymenoptera,1,"array([3.33039401, 1.12138178])"
1087,Hilarimorpha mikii,Leptidae,Diptera,1,"array([3.75652486, 2.09574768])"
1088,Lissonota tricincta,Ichneumonidae,Hymenoptera,1,"array([3.77835999, 1.96506884])"
1089,Metopia leucocephala,Tachinidae,Diptera,1,"array([3.9390131 , 2.01211167])"
1090,Mordella triloba,Mordellidae,Coleoptera,1,"array([3.60663782, 1.97475911])"
1091,Mordellistena limbalis,Mordellidae,Coleoptera,1,"array([3.39957576, 1.4320844 ])"
1092,Oscinis trigramma,Oscinidae,Diptera,1,"array([3.46263719, 1.45294783])"
1093,Podabrus brunnicollis,Lampyridae,Coleoptera,1,"array([3.82806829, 2.08423717])"
1094,Polyblastus citripes,Ichneumonidae,Hymenoptera,1,"array([3.53939974, 2.04736183])"
1095,Polysphincta slossinae,Ichneumonidae,Hymenoptera,1,"array([3.78196778, 2.03253609])"
1096,Pseudagenia mellipes,Pompilidae,Hymenoptera,1,"array([3.49222622, 1.85434586])"
1097,Seymnus terminatus,Coccinellidae,Coleoptera,1,"array([3.88197251, 2.04176717])"
1098,Siphonella inquilina,Oscinidae,Diptera,1,"array([3.6628429 , 1.67015951])"
1099,Cucurbita melopepo,Cucurbitaceae,,0,"array([ 4.76670327, -0.68772024])"
1100,Cucurbita pepo,Cucurbitaceae,,0,"array([4.56407945, 0.19528589])"
1101,Cuphea petiolata,Lythraceae,,0,"array([4.12795299, 0.03045227])"
1102,Cuscuta cephalanthi,Convolvulaceae,,0,"array([5.02753136, 0.73725466])"
1103,Cuscuta glomerata,Convolvulaceae,,0,"array([3.27650088, 1.37087227])"
1104,Cynoglossum officinale,Boraginaceae,,0,"array([ 4.50105689, -0.26511574])"
1105,Cypripedium parviflorum pubescens,Orchidaceae,,0,"array([4.84165507, 0.85543982])"
1106,Datura stramonium,Solanaceae,,0,"array([5.92807581, 0.25669739])"
1107,Philampelus pandorus,Sphingidae,Lepidoptera,1,"array([6.27468396, 0.1518417 ])"
1108,Protoparee celeus,Sphingidae,Lepidoptera,1,"array([5.39075731, 0.41219201])"
1109,Datura tatula,Solanaceae,,0,"array([4.56888831, 0.64994238])"
1110,Delphinium tricorne,Ranunculaceae,,0,"array([4.47442145, 0.55738195])"
1111,Dentaria laciniata,Cruciferae,,0,"array([4.45301335, 0.92758246])"
1112,Andrena tridens,Andrenidae,Hymenoptera,1,"array([4.91374452, 1.07559189])"
1113,Xanthidium dentariae,Nomadidae,Hymenoptera,1,"array([4.84936981, 1.02297204])"
1114,Desmodium bracteosum,Leguminosae,,0,"array([3.76234321, 0.91328253])"
1115,Desmodium canadense,Leguminosae,,0,"array([4.26230393, 0.08587749])"
1116,Desmodium canescens,Leguminosae,,0,"array([ 4.42791262, -0.26726599])"
1117,Desmodium dillenii,Leguminosae,,0,"array([4.17381999, 0.03457528])"
1118,Desmodium grandiflorum,Leguminosae,,0,"array([ 4.35057155, -0.10506462])"
1119,Desmodium illinoense,Leguminosae,,0,"array([4.49175727, 0.27781842])"
1120,Coelioxys explor,Megachilidae,Hymenoptera,1,"array([ 4.95919998, -0.22012931])"
1121,Desmodium marilandicum,Leguminosae,,0,"array([ 4.68804228, -0.06994523])"
1122,Desmodium paniculatum,Leguminosae,,0,"array([4.22617466, 0.1194017 ])"
1123,Desmodium sessilifolium,Leguminosae,,0,"array([4.44434333, 0.04809493])"
1124,Dianthera americana,Acanthaceae,,0,"array([4.22643458, 0.55427731])"
1125,Bombylius azaleae,Bombyliidae,Diptera,1,"array([4.99780164, 0.29152869])"
1126,Dicentra cucullaria,Fumariaceae,,0,"array([4.5822585 , 0.69670236])"
1127,Diospyros virginiana,Ebenaceae,,0,"array([4.27281191, 0.70002732])"
1128,Dipsacus sylvestris,Dipsaceae,,0,"array([4.39938119, 0.41025391])"
1129,Dirca palustris,Thymelaeaceae,,0,"array([4.54890086, 0.99234245])"
1130,Dodecatheon meadia,Primulaceae,,0,"array([4.54217767, 0.68426541])"
1131,Echinocystis lobata,Cucurbitaceae,,0,"array([3.84769922, 0.9386247 ])"
1132,Ophyra leucostoma,Anthomyidae,Diptera,1,"array([3.44649749, 1.39524928])"
1133,Ellisia nyctelaea,Hydrophyllaceae,,0,"array([4.41413211, 0.94079028])"
1134,Iomelissa violae,Andrenidae,Hymenoptera,1,"array([4.92507832, 1.1342102 ])"
1135,Erechthites hieracifolia,Compositae,,0,"array([3.71181016, 0.55881398])"
1136,Zethus spinipes,Eumenidae,Hymenoptera,1,"array([3.51669783, 0.69117223])"
1137,Erigenia bulbosa,Umbelliferae,,0,"array([4.32205158, 1.06926766])"
1138,Chilosia capillata,Syrphidae,Diptera,1,"array([4.53648357, 1.24518588])"
1139,Epalpus signiferus,Tachinidae,Diptera,1,"array([5.00645247, 1.28760603])"
1140,Lonchaea parvicornis,Lonchaeidae,Diptera,1,"array([4.72067644, 1.53621266])"
1141,Oscinis coxendix,Oscinidae,Diptera,1,"array([3.93636749, 1.38608131])"
1142,Erigeron annuus,Compositae,,0,"array([3.64434631, 0.10654269])"
1143,Erigeron canadensis,Compositae,,0,"array([3.70895985, 0.91660786])"
1144,Erigeron philadelphicus,Compositae,,0,"array([4.10279419, 0.87353111])"
1145,Corizus lateralis,Berytidae,Hemiptera,1,"array([3.99160526, 1.47618654])"
1146,Erigeron pulchellus,Compositae,,0,"array([4.22249657, 1.16564459])"
1147,Erigeron ramosus,Compositae,,0,"array([3.86162175, 0.80704914])"
1148,Collops 4-maculatus,Malachidae,Coleoptera,1,"array([3.75077612, 1.1311293 ])"
1149,Mordellistena comata,Mordellidae,Coleoptera,1,"array([4.19350613, 1.56793197])"
1150,Ocyptera nigra,Tachinidae,Diptera,1,"array([3.2973301 , 0.15025131])"
1151,Pachyophthalmus floridensis,Tachinidae,Diptera,1,"array([3.40572325, 0.84135065])"
1152,Eryngium yuccifolium,Umbelliferae,,0,"array([3.75368186, 0.55722012])"
1153,Acontia candefacta,Noctuidae,Lepidoptera,1,"array([ 3.16008653, -0.05979549])"
1154,Alophora fumosa,Tachinidae,Diptera,1,"array([3.41601136, 0.54499425])"
1155,Colletes speciosus,Colletidae,Hymenoptera,1,"array([ 3.29414282, -0.21867829])"
1156,Cryptocephalus insertus,Chrysomelidae,Coleoptera,1,"array([ 3.22009919, -0.11992664])"
1157,Eumenes belfragei,Eumenidae,Hymenoptera,1,"array([3.53629762, 0.04387652])"
1158,Leionotus vagus,Eumenidae,Hymenoptera,1,"array([3.89735342, 0.63187193])"
1159,Leskia analis,Tachinidae,Diptera,1,"array([3.49009707e+00, 1.89435829e-03])"
1160,Lispa uliginosa,Anthomyidae,Diptera,1,"array([ 3.15850532, -0.13139418])"
1161,Nemognatha vittigera,Meloidae,Coleoptera,1,"array([3.0830087 , 0.04207459])"
1162,Psysocephala texana,Conopidae,Diptera,1,"array([ 3.12352829, -0.00640337])"
1163,Pyrota terminata,Meloidae,Coleoptera,1,"array([ 3.53534342, -0.18082326])"
1164,Spragueia leo,Noctuidae,Lepidoptera,1,"array([3.27497021, 0.22881007])"
1165,Erythronium albidum,Liliaceae,,0,"array([4.46232141, 0.88287666])"
1166,Eulophus americanus,Umbelliferae,,0,"array([3.73020286, 1.09328733])"
1167,Biomyia georgiae,Tachinidae,Diptera,1,"array([3.42699423, 1.57802031])"
1168,Ceratopogon fusculus,Chironomidae,Diptera,1,"array([3.18294537, 1.56004268])"
1169,Chlorops approximatinervis,Oscinidae,Diptera,1,"array([3.35529349, 1.75636054])"
1170,Chlorops mellea,Oscinidae,Diptera,1,"array([3.62118016, 1.42665916])"
1171,Cryptus exulans,Ichneumonidae,Hymenoptera,1,"array([3.06115081, 1.4868114 ])"
1172,Haltica carinata,Chrysomelidae,Coleoptera,1,"array([3.57168543, 1.83645579])"
1173,Hippelates pusio,Oscinidae,Diptera,1,"array([3.39601189, 1.30734831])"
1174,Hister subrotundus,Histeridae,Coleoptera,1,"array([3.64800625, 1.59906464])"
1175,Methoca stygia,Thynnidae,Hymenoptera,1,"array([3.09262135, 1.27827747])"
1176,Oscinis soror,Oscinidae,Diptera,1,"array([3.81539711, 1.59898683])"
1177,Perilampus fulvicornis,Chalcididae,Hymenoptera,1,"array([3.34475791, 1.1677035 ])"
1178,Planiceps niger,Pompilidae,Hymenoptera,1,"array([3.25743097, 0.81551625])"
1179,Podabrus tomentosus,Lampyridae,Coleoptera,1,"array([3.32723885, 1.55713444])"
1180,Prosopis thaspii,Prosopididae,Hymenoptera,1,"array([3.99600988, 1.5281929 ])"
1181,Rivellia pallida,Ortalidae,Diptera,1,"array([3.7830726 , 1.47563807])"
1182,Rivellia viridulans,Ortalidae,Diptera,1,"array([3.3814499 , 1.54768673])"
1183,Viviania lachnosternae,Tachinidae,Diptera,1,"array([3.43392149, 1.79137897])"
1184,Xyalosema armata,Figitidae,Hymenoptera,1,"array([3.18839427, 1.25249964])"
1185,Eupatorium altissimum,Compositae,,0,"array([3.84058887, 0.5744547 ])"
1186,Protothyreopus bigeminus,Crabronidae,Hymenoptera,1,"array([3.58273102, 0.46183407])"
1187,Eupatorium coelestinum,Compositae,,0,"array([4.07202948, 0.55532082])"
1188,Eupatorium perfoliatum,Compositae,,0,"array([3.77204937, 0.68611052])"
1189,Ceratoma caminea,Chrysomelidae,Coleoptera,1,"array([4.59009614, 0.96625065])"
1190,Lispa albitarsis,Anthomyidae,Diptera,1,"array([2.99223657, 0.41227222])"
1191,Pamphila dion,Hesperiidae,Lepidoptera,1,"array([3.21116372, 1.18976829])"
1192,Porizon albipennis,Ichneumonidae,Hymenoptera,1,"array([3.35783358, 0.14748152])"
1193,Sphecodium pimpinellae,Halictidae,Hymenoptera,1,"array([3.33766652, 0.66853226])"
1194,Eupatorium purpureum,Compositae,,0,"array([4.22799459, 0.45408202])"
1195,Eupatorium serotinum,Compositae,,0,"array([3.7838255 , 0.54165542])"
1196,Carmenta pyralidiformis,Sesiidae,Lepidoptera,1,"array([ 3.37405315, -0.24259067])"
1197,Cyllene decorus,Cerambycidae,Coleoptera,1,"array([3.25302031, 0.18586647])"
1198,Neofischeria flava,Tachinidae,Diptera,1,"array([ 3.25998514, -0.07988852])"
1199,Toxoneuron viator,Braconidae,Hymenoptera,1,"array([ 3.24675925, -0.17935446])"
1200,Eupatorium sessilifolium,Compositae,,0,"array([3.67595777, 0.43196321])"
1201,Eupatorium urticaefolium,Compositae,,0,"array([3.98965678, 0.62768599])"
1202,Euphorbia corollata,Euphorbiaceae,,0,"array([3.74945436, 0.74670308])"
1203,Chariesterus anntennator,Corelidae,Hemiptera,1,"array([2.95986577, 0.47623503])"
1204,Euphorbia preslii,Euphorbiaceae,,0,"array([3.63433662, 1.01994792])"
1205,Evonymus atropurpureus,Celastraceae,,0,"array([4.07764483, 1.27623004])"
1206,Baccha tarchetius,Syrphidae,Diptera,1,"array([4.31900444, 1.95758882])"
1207,Rhabdopterus picipes,Chrysomelidae,Coleoptera,1,"array([4.24334288, 1.97359103])"
1208,Seoptera colon,Ortalidae,Diptera,1,"array([3.77570348, 1.73162311])"
